policy,p_c,C_cap,Q_star,T_star,G_star,demand,cost,emissions,psi_star
tax,4.310344827586207,10.0,1480.6340748119756,4.935446916039918,2.768,300.0,26.525859328994663,-0.32721412070126554,nan
cap_and_trade,4.310344827586207,10.0,1480.6340748119756,4.935446916039918,2.768,300.0,-16.577588946867408,-0.32721412070126554,nan
strict_cap,4.310344827586207,10.0,817.7855455448822,2.7259518184829408,0.3947820904699122,300.0,16.437866870628742,9.999999994051832,0.3838450504819282
tax,4.482758620689656,10.0,1503.9358204193975,5.013119401397992,2.776923076923077,300.0,26.463329082088705,-0.397518275560671,nan
cap_and_trade,4.482758620689656,10.0,1503.9358204193975,5.013119401397992,2.776923076923077,300.0,-18.36425712480785,-0.397518275560671,nan
strict_cap,4.482758620689656,10.0,817.7855455448822,2.7259518184829408,0.3947820904699122,300.0,16.437866870628742,9.999999994051832,0.3838450504819282
tax,4.655172413793104,10.0,1526.888760686625,5.08962920228875,2.785185185185185,300.0,26.388987955295413,-0.4642733018740648,nan
cap_and_trade,4.655172413793104,10.0,1526.888760686625,5.08962920228875,2.785185185185185,300.0,-20.162736182635626,-0.4642733018740648,nan
strict_cap,4.655172413793104,10.0,817.7855455448822,2.7259518184829408,0.3947820904699122,300.0,16.437866870628742,9.999999994051832,0.3838450504819282
tax,4.827586206896552,10.0,1549.507690181701,5.1650256339390035,2.7928571428571427,300.0,26.30342159628918,-0.5277776067689159,nan
cap_and_trade,4.827586206896552,10.0,1549.507690181701,5.1650256339390035,2.7928571428571427,300.0,-21.972440472676336,-0.5277776067689159,nan
strict_cap,4.827586206896552,10.0,817.7855455448822,2.7259518184829408,0.3947820904699122,300.0,16.437866870628742,9.999999994051832,0.3838450504819282
tax,5.0,10.0,1571.806427525703,5.23935475841901,2.8,300.0,26.207167307070307,-0.5882945612197132,nan
cap_and_trade,5.0,10.0,1571.806427525703,5.23935475841901,2.8,300.0,-23.792832692929693,-0.5882945612197132,nan
strict_cap,5.0,10.0,817.7855455448822,2.7259518184829408,0.3947820904699122,300.0,16.437866870628742,9.999999994051832,0.3838450504819282
