policy,n,Q_star,T_star,B_star,x_star,G_star,demand,cost,emissions,psi_star
cap_and_trade,2.406896551724138,828.6894864023235,2.762298288007745,243.6784514175328,0.2940527850491257,1.0,300.0,16.47104303886526,7.279031832781785,nan
strict_cap,2.406896551724138,809.6626553610486,2.698875517870162,230.86446063644954,0.2851366048660122,0.40062794836014426,300.0,16.644787872235156,9.999999988823346,0.38470829882514657
tax,2.5689655172413794,823.9266834981485,2.7464222783271617,242.10963113074672,0.293848513441537,1.0,300.0,21.596604024981097,7.323209253704583,nan
cap_and_trade,2.5689655172413794,823.9266834981485,2.7464222783271617,242.10963113074672,0.293848513441537,1.0,300.0,16.596604024981097,7.323209253704583,nan
strict_cap,2.5689655172413794,805.1820538728657,2.683940179576219,229.46784690756593,0.284988774655176,0.41124545969972504,300.0,16.764936265356244,9.999999992589597,0.38628614047124293
tax,2.731034482758621,818.6660975229933,2.7288869917433107,240.26015475723642,0.2934775917607709,1.0,300.0,21.736985969569158,7.381416002599915,nan
cap_and_trade,2.731034482758621,818.6660975229933,2.7288869917433107,240.26015475723642,0.2934775917607709,1.0,300.0,16.736985969569158,7.381416002599915,nan
strict_cap,2.731034482758621,800.3380250022489,2.667793416674163,227.8508384030951,0.28469325620565744,0.425578015819295,300.0,16.898211211186712,9.999999996765434,0.3884367077910284
tax,2.893103448275862,813.0928550123792,2.7103095167079307,238.19785111821434,0.2929528277733886,1.0,300.0,21.887692994148786,7.451733842748176,nan
cap_and_trade,2.893103448275862,813.0928550123792,2.7103095167079307,238.19785111821434,0.2929528277733886,1.0,300.0,16.887692994148786,7.451733842748176,nan
strict_cap,2.893103448275862,795.2989327149808,2.6509964423832693,226.07405288230527,0.28426299040857095,0.4431151896160621,300.0,17.040451468556967,9.999999999224707,0.39110091934483415
tax,3.0551724137931036,807.3540505634771,2.691180168544924,235.97592379456228,0.29228307411087795,1.0,300.0,22.045051331491095,7.532667039987373,nan
